state,state_po,district,party_simplified,votes,county_fips,jurisdiction_fips,year,special,writein,state_fips,state_cen,state_ic,readme_check,magnitude
MASSACHUSETTS,MA,7,REPUBLICAN,707,20268870.0,2026899284775.0,1636200,0,810,20250,11340,2430,0,810
MASSACHUSETTS,MA,8,DEMOCRAT,310940,6280635.0,628071356631.0,507020,0,0,6275,3514,753,0,251
MASSACHUSETTS,MA,8,OTHER,72060,6280635.0,628071356631.0,507020,0,0,6275,3514,753,0,251
MASSACHUSETTS,MA,9,DEMOCRAT,260262,5552210.0,555229158415.0,448440,0,0,5550,3108,666,0,222
MASSACHUSETTS,MA,9,OTHER,9717,5552210.0,555229158415.0,448440,0,0,5550,3108,666,0,222
MASSACHUSETTS,MA,9,REPUBLICAN,154261,5552210.0,555229158415.0,448440,0,0,5550,3108,666,0,222
MICHIGAN,MI,1,DEMOCRAT,153328,12850877.0,1282499929369.0,995860,0,0,12818,16762,11339,14,493
MICHIGAN,MI,1,LIBERTARIAN,6310,12850877.0,1282499929369.0,995860,0,0,12818,16762,11339,1,493
MICHIGAN,MI,1,REPUBLICAN,256581,12850877.0,1282499929369.0,995860,0,0,12818,16762,11339,1,493
MICHIGAN,MI,2,DEMOCRAT,154122,8357160.0,835732089240.0,646400,0,0,8320,10880,7360,0,320
MICHIGAN,MI,2,LIBERTARIAN,5292,8357160.0,835732089240.0,646400,0,0,8320,10880,7360,0,320
MICHIGAN,MI,2,OTHER,5122,16714320.0,1671464178480.0,1292800,0,0,16640,21760,14720,0,640
MICHIGAN,MI,2,REPUBLICAN,238711,8357160.0,835732089240.0,646400,0,0,8320,10880,7360,0,320
MICHIGAN,MI,3,DEMOCRAT,189769,8001689.0,797576337785.0,620140,0,0,7982,10438,7061,59,307
MICHIGAN,MI,3,REPUBLICAN,213649,8001689.0,797576337785.0,620140,0,0,7982,10438,7061,59,307
MICHIGAN,MI,4,DEMOCRAT,120075,9893655.0,978961903872.0,765580,0,0,9854,12886,8717,107,379
MICHIGAN,MI,4,LIBERTARIAN,5365,9893655.0,978961903872.0,765580,0,0,9854,12886,8717,86,379
MICHIGAN,MI,4,OTHER,4441,9893655.0,978961903872.0,765580,0,0,9854,12886,8717,86,379
MICHIGAN,MI,4,REPUBLICAN,242292,9893655.0,978961903872.0,765580,0,0,9854,12886,8717,107,379
MICHIGAN,MI,5,DEMOCRAT,196599,9094583.0,906869916057.0,704980,0,0,9074,11866,8027,47,349
MICHIGAN,MI,5,LIBERTARIAN,5481,9094583.0,906869916057.0,704980,0,0,9074,11866,8027,47,349
MICHIGAN,MI,5,OTHER,8180,9094583.0,906869916057.0,704980,0,0,9074,11866,8027,47,349
MICHIGAN,MI,5,REPUBLICAN,150772,9094583.0,906869916057.0,704980,0,0,9074,11866,8027,47,349
MICHIGAN,MI,6,DEMOCRAT,152085,7610880.0,755898184592.0,589840,0,0,7592,9928,6716,79,292
MICHIGAN,MI,6,LIBERTARIAN,10399,7610880.0,755898184592.0,589840,0,0,7592,9928,6716,2,292
MICHIGAN,MI,6,OTHER,4440,7610880.0,755898184592.0,589840,0,0,7592,9928,6716,2,292
MICHIGAN,MI,6,REPUBLICAN,211496,7610880.0,755898184592.0,589840,0,0,7592,9928,6716,79,292
MICHIGAN,MI,7,DEMOCRAT,158088,8191462.0,816554687055.0,634280,0,0,8164,10676,7222,52,314
MICHIGAN,MI,7,REPUBLICAN,227217,8191462.0,816554687055.0,634280,0,0,8164,10676,7222,52,314
MICHIGAN,MI,8,DEMOCRAT,217922,7880230.0,785430402510.0,610040,0,0,7852,10268,6946,116,302
MICHIGAN,MI,8,LIBERTARIAN,7897,7880230.0,785430402510.0,610040,0,0,7852,10268,6946,1,302
MICHIGAN,MI,8,REPUBLICAN,202525,7880230.0,785430402510.0,610040,0,0,7852,10268,6946,116,302
MICHIGAN,MI,9,DEMOCRAT,230318,7545003.0,754515223053.0,583780,0,0,7514,9826,6647,0,289
MICHIGAN,MI,9,LIBERTARIAN,6532,7545003.0,754515223053.0,583780,0,0,7514,9826,6647,0,289
MICHIGAN,MI,9,OTHER,8970,7545003.0,754515223053.0,583780,0,0,7514,9826,6647,0,289
MICHIGAN,MI,9,REPUBLICAN,153296,7545003.0,754515223053.0,583780,0,0,7514,9826,6647,0,289
MICHIGAN,MI,10,DEMOCRAT,138179,8721484.0,866940262608.0,674680,0,0,8684,11356,7682,2,334
MICHIGAN,MI,10,REPUBLICAN,271607,8721484.0,866940262608.0,674680,0,0,8684,11356,7682,71,334
MICHIGAN,MI,11,DEMOCRAT,226128,7737332.0,771131810653.0,597920,0,0,7696,10064,6808,1,296
MICHIGAN,MI,11,LIBERTARIAN,8936,7737332.0,771131810653.0,597920,0,0,7696,10064,6808,1,296
MICHIGAN,MI,11,REPUBLICAN,215405,7737332.0,771131810653.0,597920,0,0,7696,10064,6808,1,296
MICHIGAN,MI,12,DEMOCRAT,254957,7770195.0,777032650440.0,599940,0,0,7722,10098,6831,0,297
MICHIGAN,MI,12,OTHER,11147,7770195.0,777032650440.0,599940,0,0,7722,10098,6831,0,297
MICHIGAN,MI,12,REPUBLICAN,117719,7770195.0,777032650440.0,599940,0,0,7722,10098,6831,0,297
MICHIGAN,MI,13,DEMOCRAT,223205,12898359.0,1287235579023.0,995860,0,0,12818,16762,11339,1,493
MICHIGAN,MI,13,OTHER,9363,38695077.0,3861706737069.0,2987580,0,0,38454,50286,34017,3,1479
MICHIGAN,MI,13,REPUBLICAN,53311,12898359.0,1287235579023.0,995860,0,0,12818,16762,11339,1,493
MICHIGAN,MI,14,DEMOCRAT,271370,11690073.0,1169022750346.0,902940,0,0,11622,15198,10281,0,447
MICHIGAN,MI,14,LIBERTARIAN,3737,11690073.0,1169022750346.0,902940,0,0,11622,15198,10281,0,447
MICHIGAN,MI,14,OTHER,4532,23380146.0,2338045500692.0,1805880,0,0,23244,30396,20562,0,894
MICHIGAN,MI,14,REPUBLICAN,62664,11690073.0,1169022750346.0,902940,0,0,11622,15198,10281,0,447
MINNESOTA,MN,1,OTHER,189338,37759298.0,37759298.0,2815880,0,0,37638,57154,46002,0,1394
MINNESOTA,MN,1,REPUBLICAN,179234,18879649.0,18879649.0,1407940,0,0,18819,28577,23001,0,697
MINNESOTA,MN,2,OTHER,229285,15651950.0,15651950.0,1167560,0,0,15606,23698,19074,0,578
MINNESOTA,MN,2,REPUBLICAN,194954,7825975.0,7825975.0,583780,0,0,7803,11849,9537,0,289
MINNESOTA,MN,3,OTHER,246666,6734519.0,6734519.0,502980,0,0,6723,10209,8217,0,249
MINNESOTA,MN,3,REPUBLICAN,196625,6734519.0,6734519.0,502980,0,0,6723,10209,8217,0,249
MINNESOTA,MN,4,OTHER,275350,12209910.0,12209910.0,909000,0,0,12150,18450,14850,0,450
MINNESOTA,MN,4,REPUBLICAN,112730,6104955.0,6104955.0,454500,0,0,6075,9225,7425,0,225
MINNESOTA,MN,5,OTHER,293903,12874968.0,12874968.0,961520,0,0,12852,19516,15708,0,476
MINNESOTA,MN,5,REPUBLICAN,102878,6437484.0,6437484.0,480760,0,0,6426,9758,7854,0,238
MINNESOTA,MN,6,OTHER,140853,7611241.0,7611241.0,567620,0,0,7587,11521,9273,0,281
MINNESOTA,MN,6,REPUBLICAN,270901,7611241.0,7611241.0,567620,0,0,7587,11521,9273,0,281
MINNESOTA,MN,7,OTHER,169049,108025419.0,108025419.0,8053740,0,0,107649,163467,131571,0,3987
MINNESOTA,MN,7,REPUBLICAN,194066,36008473.0,36008473.0,2684580,0,0,35883,54489,43857,0,1329
MINNESOTA,MN,8,OTHER,170043,43423740.0,43423740.0,3240080,0,0,43308,65764,52932,0,1604
MINNESOTA,MN,8,REPUBLICAN,223432,21711870.0,21711870.0,1620040,0,0,21654,32882,26466,0,802
MISSISSIPPI,MS,1,DEMOCRAT,104008,12273231.0,12273231.0,882740,0,0,12236,27968,20102,0,437
MISSISSIPPI,MS,1,REPUBLICAN,228787,12273231.0,12273231.0,882740,0,0,12236,27968,20102,0,437
MISSISSIPPI,MS,2,DEMOCRAT,196224,15162066.0,15162066.0,1090800,0,0,15120,34560,24840,0,540
MISSISSIPPI,MS,2,REPUBLICAN,101010,15162066.0,15162066.0,1090800,0,0,15120,34560,24840,0,540
MISSISSIPPI,MS,3,DEMOCRAT,120782,17409382.0,17409382.0,1252400,0,0,17360,39680,28520,0,620
MISSISSIPPI,MS,3,REPUBLICAN,221064,17409382.0,17409382.0,1252400,0,0,17360,39680,28520,0,620
MISSISSIPPI,MS,4,REPUBLICAN,255140,9544122.0,9544122.0,686800,0,0,9520,21760,15640,0,340
MISSOURI,MO,1,DEMOCRAT,249087,21262476.0,21262476.0,1466520,0,0,21054,31218,24684,0,726
MISSOURI,MO,1,LIBERTARIAN,6766,21204098.0,21204098.0,1462480,0,0,20996,31132,24616,0,724
MISSOURI,MO,1,REPUBLICAN,59940,21204098.0,21204098.0,1462480,0,0,20996,31132,24616,0,724
MISSOURI,MO,2,DEMOCRAT,204540,23640366.0,23640366.0,1636200,0,0,23490,34830,27540,0,810
MISSOURI,MO,2,LIBERTARIAN,11647,23611177.0,23611177.0,1634180,0,0,23461,34787,27506,0,809
MISSOURI,MO,2,REPUBLICAN,233157,23640366.0,23640366.0,1636200,0,0,23490,34830,27540,0,810
MISSOURI,MO,3,DEMOCRAT,116095,9608688.0,9608688.0,666600,0,0,9570,14190,11220,0,330
MISSOURI,MO,3,LIBERTARIAN,8344,9579549.0,9579549.0,664580,0,0,9541,14147,11186,0,329
MISSOURI,MO,3,REPUBLICAN,282866,9608688.0,9608688.0,666600,0,0,9570,14190,11220,0,330
MISSOURI,MO,4,DEMOCRAT,107635,11222944.0,11222944.0,779720,0,0,11194,16598,13124,0,386
MISSOURI,MO,4,LIBERTARIAN,9954,11222944.0,11222944.0,779720,0,0,11194,16598,13124,0,386
MISSOURI,MO,4,REPUBLICAN,245247,11251983.0,11251983.0,781740,0,0,11223,16641,13158,0,387
MISSOURI,MO,5,DEMOCRAT,207180,9105529.0,9105529.0,581760,0,0,8352,12384,9792,0,288
MISSOURI,MO,5,LIBERTARIAN,9272,9105529.0,9105529.0,581760,0,0,8352,12384,9792,0,288
MISSOURI,MO,5,REPUBLICAN,135934,9105529.0,9105529.0,581760,0,0,8352,12384,9792,0,288
MISSOURI,MO,6,DEMOCRAT,118926,13819687.0,13819687.0,959500,0,0,13775,20425,16150,0,475
MISSOURI,MO,6,LIBERTARIAN,8144,13761413.0,13761413.0,955460,0,0,13717,20339,16082,0,473
MISSOURI,MO,6,REPUBLICAN,258709,13877961.0,13877961.0,963540,0,0,13833,20511,16218,0,477
MISSOURI,MO,7,DEMOCRAT,98111,8558282.0,8558282.0,593880,0,0,8526,12642,9996,0,294
MISSOURI,MO,7,LIBERTARIAN,15573,8558282.0,8558282.0,593880,0,0,8526,12642,9996,0,294
MISSOURI,MO,7,REPUBLICAN,254318,8558282.0,8558282.0,593880,0,0,8526,12642,9996,0,294
MISSOURI,MO,8,DEMOCRAT,70561,13543146.0,13543146.0,939300,0,0,13485,19995,15810,0,465
MISSOURI,MO,8,LIBERTARIAN,5854,13514079.0,13514079.0,937280,0,0,13456,19952,15776,0,464
MISSOURI,MO,8,REPUBLICAN,253811,13572201.0,13572201.0,941320,0,0,13514,20038,15844,0,466
MONTANA,MT,0,DEMOCRAT,262340,19925613.0,19925613.0,1339260,0,0,19890,53703,42432,0,663
MONTANA,MT,0,REPUBLICAN,339169,19925613.0,19925613.0,1339260,0,0,19890,53703,42432,0,663
NEBRASKA,NE,1,DEMOCRAT,119622,15616952.0,15616952.0,1014040,0,0,15562,23092,17570,0,502
NEBRASKA,NE,1,LIBERTARIAN,8938,15616952.0,15616952.0,1014040,0,0,15562,23092,17570,0,502
NEBRASKA,NE,1,REPUBLICAN,189006,15616952.0,15616952.0,1014040,0,0,15562,23092,17570,0,502
NEBRASKA,NE,2,DEMOCRAT,155706,8979991.0,8979991.0,583780,0,0,8959,13294,10115,0,289
NEBRASKA,NE,2,LIBERTARIAN,10185,8979991.0,8979991.0,583780,0,0,8959,13294,10115,0,289
NEBRASKA,NE,2,REPUBLICAN,171071,8979991.0,8979991.0,583780,0,0,8959,13294,10115,0,289
NEBRASKA,NE,3,DEMOCRAT,50690,20453578.0,20453578.0,1329160,0,0,20398,30268,23030,0,658
NEBRASKA,NE,3,LIBERTARIAN,10923,20453578.0,20453578.0,1329160,0,0,20398,30268,23030,0,658
NEBRASKA,NE,3,REPUBLICAN,225157,20453578.0,20453578.0,1329160,0,0,20398,30268,23030,0,658
NEVADA,NV,1,DEMOCRAT,137854,9984936.0,9984936.0,630240,0,0,9984,27456,20280,7,312
NEVADA,NV,1,LIBERTARIAN,4658,9984936.0,9984936.0,630240,0,0,9984,27456,20280,7,312
NEVADA,NV,1,OTHER,6183,9984936.0,9984936.0,630240,0,0,9984,27456,20280,7,312
NEVADA,NV,1,REPUBLICAN,74479,9984936.0,9984936.0,630240,0,0,9984,27456,20280,7,312
NEVADA,NV,2,DEMOCRAT,155662,24735864.0,24735864.0,1559440,0,0,24704,67936,50180,49,772
NEVADA,NV,2,OTHER,10763,24735864.0,24735864.0,1559440,0,0,24704,67936,50180,49,772
NEVADA,NV,2,REPUBLICAN,215899,24735864.0,24735864.0,1559440,0,0,24704,67936,50180,49,772
NEVADA,NV,3,DEMOCRAT,203378,13761290.0,13761290.0,868600,0,0,13760,37840,27950,23,430
NEVADA,NV,3,LIBERTARIAN,12291,13761290.0,13761290.0,868600,0,0,13760,37840,27950,23,430
NEVADA,NV,3,OTHER,10516,13761290.0,13761290.0,868600,0,0,13760,37840,27950,23,430
NEVADA,NV,3,REPUBLICAN,190924,13761290.0,13761290.0,868600,0,0,13760,37840,27950,23,430
NEVADA,NV,4,DEMOCRAT,168362,15330839.0,15330839.0,967580,0,0,15328,42152,31135,42,479
NEVADA,NV,4,LIBERTARIAN,7933,15330839.0,15330839.0,967580,0,0,15328,42152,31135,42,479
NEVADA,NV,4,OTHER,3706,15330839.0,15330839.0,967580,0,0,15328,42152,31135,42,479
NEVADA,NV,4,REPUBLICAN,152151,15330839.0,15330839.0,967580,0,0,15328,42152,31135,42,479
NEW HAMPSHIRE,NH,1,DEMOCRAT,205606,3763258.0,376330633960.0,230280,0,0,3762,1368,456,0,114
NEW HAMPSHIRE,NH,1,LIBERTARIAN,9747,3763258.0,376330633960.0,230280,0,0,3762,1368,456,0,114
NEW HAMPSHIRE,NH,1,REPUBLICAN,185159,3763258.0,376330633960.0,230280,0,0,3762,1368,456,0,114
NEW HAMPSHIRE,NH,2,DEMOCRAT,208289,6800070.0,680015259320.0,416120,0,0,6798,2472,824,0,206
NEW HAMPSHIRE,NH,2,LIBERTARIAN,9119,6800070.0,680015259320.0,416120,0,0,6798,2472,824,0,206
NEW HAMPSHIRE,NH,2,REPUBLICAN,168886,6800070.0,680015259320.0,416120,0,0,6798,2472,824,0,206
NEW JERSEY,NJ,1,DEMOCRAT,240567,1802487.0,1802487.0,107060,0,0,1802,1166,636,0,53
NEW JERSEY,NJ,1,REPUBLICAN,144463,1802487.0,1802487.0,107060,0,0,1802,1166,636,0,53
NEW JERSEY,NJ,2,DEMOCRAT,173849,3197312.0,3197312.0,189880,0,0,3196,2068,1128,0,94
NEW JERSEY,NJ,2,LIBERTARIAN,3036,3197312.0,3197312.0,189880,0,0,3196,2068,1128,0,94
NEW JERSEY,NJ,2,OTHER,4136,3197312.0,3197312.0,189880,0,0,3196,2068,1128,0,94
NEW JERSEY,NJ,2,REPUBLICAN,195526,3197312.0,3197312.0,189880,0,0,3196,2068,1128,0,94
NEW JERSEY,NJ,3,DEMOCRAT,229840,1836678.0,1836678.0,109080,0,0,1836,1188,648,0,54
NEW JERSEY,NJ,3,OTHER,5595,3673356.0,3673356.0,218160,0,0,3672,2376,1296,0,108
NEW JERSEY,NJ,3,REPUBLICAN,196327,1836678.0,1836678.0,109080,0,0,1836,1188,648,0,54
NEW JERSEY,NJ,4,DEMOCRAT,162420,1531149.0,1531149.0,90900,0,0,1530,990,540,0,45
NEW JERSEY,NJ,4,LIBERTARIAN,2583,1531149.0,1531149.0,90900,0,0,1530,990,540,0,45
NEW JERSEY,NJ,4,OTHER,5262,3062298.0,3062298.0,181800,0,0,3060,1980,1080,0,90
NEW JERSEY,NJ,4,REPUBLICAN,254103,1531149.0,1531149.0,90900,0,0,1530,990,540,0,45
NEW JERSEY,NJ,5,DEMOCRAT,225175,2721546.0,2721546.0,161600,0,0,2720,1760,960,0,80
NEW JERSEY,NJ,5,OTHER,5128,2721546.0,2721546.0,161600,0,0,2720,1760,960,0,80
NEW JERSEY,NJ,5,REPUBLICAN,193333,2721546.0,2721546.0,161600,0,0,2720,1760,960,0,80
NEW JERSEY,NJ,6,DEMOCRAT,199648,1122801.0,1122801.0,66660,0,0,1122,726,396,0,33
NEW JERSEY,NJ,6,REPUBLICAN,126760,1122801.0,1122801.0,66660,0,0,1122,726,396,0,33
NEW JERSEY,NJ,7,DEMOCRAT,219688,2586220.0,2586220.0,153520,0,0,2584,1672,912,0,76
NEW JERSEY,NJ,7,REPUBLICAN,214359,2586220.0,2586220.0,153520,0,0,2584,1672,912,0,76
NEW JERSEY,NJ,8,DEMOCRAT,176758,510255.0,510255.0,30300,0,0,510,330,180,0,15
NEW JERSEY,NJ,8,LIBERTARIAN,3329,510255.0,510255.0,30300,0,0,510,330,180,0,15
NEW JERSEY,NJ,8,REPUBLICAN,58686,510255.0,510255.0,30300,0,0,510,330,180,0,15
NEW JERSEY,NJ,9,DEMOCRAT,203674,1190301.0,1190301.0,70700,0,0,1190,770,420,0,35
NEW JERSEY,NJ,9,OTHER,7239,1190301.0,1190301.0,70700,0,0,1190,770,420,0,35
NEW JERSEY,NJ,9,REPUBLICAN,98629,1190301.0,1190301.0,70700,0,0,1190,770,420,0,35
NEW JERSEY,NJ,10,DEMOCRAT,241522,612398.0,612398.0,36360,0,0,612,396,216,0,18
NEW JERSEY,NJ,10,LIBERTARIAN,1172,612398.0,612398.0,36360,0,0,612,396,216,0,18
NEW JERSEY,NJ,10,OTHER,7017,1224796.0,1224796.0,72720,0,0,1224,792,432,0,36
NEW JERSEY,NJ,10,REPUBLICAN,40298,612398.0,612398.0,36360,0,0,612,396,216,0,18
NEW JERSEY,NJ,11,DEMOCRAT,235163,1905422.0,1905422.0,113120,0,0,1904,1232,672,0,56
NEW JERSEY,NJ,11,REPUBLICAN,206013,1905422.0,1905422.0,113120,0,0,1904,1232,672,0,56
NEW JERSEY,NJ,12,DEMOCRAT,230883,1054789.0,1054789.0,62620,0,0,1054,682,372,0,31
NEW JERSEY,NJ,12,OTHER,6251,2109578.0,2109578.0,125240,0,0,2108,1364,744,0,62
NEW JERSEY,NJ,12,REPUBLICAN,114591,1054789.0,1054789.0,62620,0,0,1054,682,372,0,31
NEW MEXICO,NM,1,DEMOCRAT,186952,22473518.0,22473518.0,1296840,0,0,22470,54570,42372,642,642
NEW MEXICO,NM,1,REPUBLICAN,134336,22473518.0,22473518.0,1296840,0,0,22470,54570,42372,642,642
NEW MEXICO,NM,2,DEMOCRAT,122506,21679368.0,21679368.0,1250380,0,0,21665,52615,40854,619,619
NEW MEXICO,NM,2,OTHER,-619,21679368.0,21679368.0,1250380,0,619,21665,52615,40854,619,619
NEW MEXICO,NM,2,REPUBLICAN,142275,21679368.0,21679368.0,1250380,0,0,21665,52615,40854,619,619
NEW MEXICO,NM,3,DEMOCRAT,186245,23300992.0,23300992.0,1343300,0,0,23275,56525,43890,665,665
NEW MEXICO,NM,3,REPUBLICAN,131150,23300992.0,23300992.0,1343300,0,0,23275,56525,43890,665,665
NEW YORK,NY,1,DEMOCRAT,160978,17076719.0,17076719.0,955460,0,0,17028,9933,6149,0,473
NEW YORK,NY,1,OTHER,33176,51230157.0,51230157.0,2866380,0,0,51084,29799,18447,0,1419
NEW YORK,NY,1,REPUBLICAN,180855,17076719.0,17076719.0,955460,0,0,17028,9933,6149,0,473
NEW YORK,NY,2,DEMOCRAT,144849,35678587.0,35678587.0,1997780,0,0,35604,20769,12857,0,989
NEW YORK,NY,2,LIBERTARIAN,1491,35678587.0,35678587.0,1997780,0,0,35604,20769,12857,0,989
NEW YORK,NY,2,OTHER,30582,178392935.0,178392935.0,9988900,0,0,178020,103845,64285,0,4945
NEW YORK,NY,2,REPUBLICAN,158151,35678587.0,35678587.0,1997780,0,0,35604,20769,12857,0,989
NEW YORK,NY,3,DEMOCRAT,196056,59724836.0,59724836.0,3345120,0,0,59616,34776,21528,0,1656
NEW YORK,NY,3,LIBERTARIAN,2156,59724836.0,59724836.0,3345120,0,0,59616,34776,21528,0,1656
NEW YORK,NY,3,OTHER,26969,179174508.0,179174508.0,10035360,0,0,178848,104328,64584,0,4968
NEW YORK,NY,3,REPUBLICAN,147461,59724836.0,59724836.0,3345120,0,0,59616,34776,21528,0,1656
NEW YORK,NY,4,DEMOCRAT,199762,94041872.0,94041872.0,5268160,0,0,93888,54768,33904,0,2608
NEW YORK,NY,4,OTHER,16472,188083744.0,188083744.0,10536320,0,0,187776,109536,67808,0,5216
NEW YORK,NY,4,REPUBLICAN,139559,94041872.0,94041872.0,5268160,0,0,93888,54768,33904,0,2608
NEW YORK,NY,5,DEMOCRAT,229125,23231060.0,23231060.0,1300880,0,0,23184,13524,8372,0,644
NEW YORK,NY,6,DEMOCRAT,144149,16525098.0,16525098.0,925160,0,0,16488,9618,5954,0,458
NEW YORK,NY,6,LIBERTARIAN,754,16525098.0,16525098.0,925160,0,0,16488,9618,5954,0,458
NEW YORK,NY,6,OTHER,21053,49575294.0,49575294.0,2775480,0,0,49464,28854,17862,0,1374
NEW YORK,NY,6,REPUBLICAN,67735,16525098.0,16525098.0,925160,0,0,16488,9618,5954,0,458
NEW YORK,NY,7,DEMOCRAT,156889,17882482.0,17882482.0,1001920,0,0,17856,10416,6448,0,496
NEW YORK,NY,7,LIBERTARIAN,1522,17882482.0,17882482.0,1001920,0,0,17856,10416,6448,0,496
NEW YORK,NY,7,OTHER,37300,35764964.0,35764964.0,2003840,0,0,35712,20832,12896,0,992
NEW YORK,NY,7,REPUBLICAN,29404,17882482.0,17882482.0,1001920,0,0,17856,10416,6448,0,496
NEW YORK,NY,8,DEMOCRAT,207111,19790823.0,19790823.0,1108980,0,0,19764,11529,7137,0,549
NEW YORK,NY,8,OTHER,30705,39581646.0,39581646.0,2217960,0,0,39528,23058,14274,0,1098
NEW YORK,NY,8,REPUBLICAN,39124,19790823.0,19790823.0,1108980,0,0,19764,11529,7137,0,549
NEW YORK,NY,9,DEMOCRAT,195758,18996769.0,18996769.0,1064540,0,0,18972,11067,6851,0,527
NEW YORK,NY,9,LIBERTARIAN,1644,18996769.0,18996769.0,1064540,0,0,18972,11067,6851,0,527
NEW YORK,NY,9,OTHER,39355,56990307.0,56990307.0,3193620,0,0,56916,33201,20553,0,1581
NEW YORK,NY,9,REPUBLICAN,40110,18996769.0,18996769.0,1064540,0,0,18972,11067,6851,0,527
NEW YORK,NY,10,DEMOCRAT,181215,19542430.0,19542430.0,1094840,0,0,19512,11382,7046,0,542
NEW YORK,NY,10,LIBERTARIAN,3370,19542430.0,19542430.0,1094840,0,0,19512,11382,7046,0,542
NEW YORK,NY,10,OTHER,30939,39084860.0,39084860.0,2189680,0,0,39024,22764,14092,0,1084
NEW YORK,NY,10,REPUBLICAN,61045,19542430.0,19542430.0,1094840,0,0,19512,11382,7046,0,542
NEW YORK,NY,11,DEMOCRAT,134625,17603362.0,17603362.0,985760,0,0,17568,10248,6344,0,488
NEW YORK,NY,11,OTHER,14761,35206724.0,35206724.0,1971520,0,0,35136,20496,12688,0,976
NEW YORK,NY,11,REPUBLICAN,143420,17603362.0,17603362.0,985760,0,0,17568,10248,6344,0,488
NEW YORK,NY,12,DEMOCRAT,265172,20086955.0,20086955.0,1125140,0,0,20052,11697,7241,0,557
NEW YORK,NY,12,LIBERTARIAN,4015,20086955.0,20086955.0,1125140,0,0,20052,11697,7241,0,557
NEW YORK,NY,12,OTHER,3904,20086955.0,20086955.0,1125140,0,0,20052,11697,7241,0,557
NEW YORK,NY,12,REPUBLICAN,49157,20086955.0,20086955.0,1125140,0,0,20052,11697,7241,0,557
NEW YORK,NY,13,DEMOCRAT,202916,19358373.0,19358373.0,1084740,0,0,19332,11277,6981,0,537
NEW YORK,NY,13,OTHER,32220,38716746.0,38716746.0,2169480,0,0,38664,22554,13962,0,1074
NEW YORK,NY,13,REPUBLICAN,19829,19358373.0,19358373.0,1084740,0,0,19332,11277,6981,0,537
NEW YORK,NY,14,DEMOCRAT,152661,15429672.0,15429672.0,864560,0,0,15408,8988,5564,0,428
